name,type,color,sweetness,crunchiness,juiciness,acidity,fiber_g,sugar_g,seeds,has_peel,typical_weight_g,is_tropical
spinach,vegetable,yellow,0.7,1.4,6.4,1.4,2.28,0.47,none,False,28,False
potato,vegetable,brown,1.9,5.2,1.3,1.6,2.38,0.44,none,True,191,False
grape,fruit,purple,8.3,1.3,8.0,4.1,1.47,4.56,few,False,4,False
bell_pepper,vegetable,green,4.0,5.3,7.8,3.6,1.54,2.82,many,True,101,False
orange,fruit,orange,6.3,1.7,9.1,3.6,2.16,14.55,many,True,139,True
orange,fruit,orange,6.9,3.4,8.6,4.6,3.73,12.22,many,True,148,True
strawberry,fruit,red,8.3,3.2,7.5,3.6,0.93,7.49,many,False,17,False
carrot,vegetable,orange,3.4,7.0,4.5,3.3,2.68,5.21,none,False,62,False
orange,fruit,orange,6.6,2.3,8.6,4.3,2.76,10.14,many,True,132,True
watermelon,fruit,green,9.7,0.3,9.4,3.0,0.45,7.63,many,True,8667,False
pineapple,fruit,brown,6.2,1.1,8.7,4.6,2.32,10.66,many,True,1047,True
carrot,vegetable,orange,4.0,8.2,2.8,3.7,2.48,6.67,none,False,60,False
strawberry,fruit,red,6.3,3.6,8.0,4.0,2.79,5.98,many,False,19,False
watermelon,fruit,green,8.9,0,9.0,2.8,0.55,6.48,many,True,8848,False
strawberry,fruit,red,7.0,2.7,7.4,5.3,1.71,6.29,many,False,19,False
potato,vegetable,purple,1.7,6.4,1.8,0.8,2.4,0.96,none,True,247,False
tomato,vegetable,red,4.2,1.8,8.3,4.9,1.36,3.66,many,False,117,False
orange,fruit,brown,6.3,2.3,8.0,4.5,3.46,12.55,many,True,148,True
pear,fruit,green,7.2,5.7,6.7,3.8,5.79,19.96,many,True,205,False
cucumber,vegetable,green,3.0,6.3,8.1,1.7,0.72,1.67,few,True,303,False
onion,vegetable,white,3.2,7.1,4.6,5.4,1.82,5.63,many,True,131,False
pear,fruit,red,6.4,6.8,6.8,4.6,6.34,17.06,few,True,188,False
banana,fruit,yellow,7.7,1.5,6.6,4.2,2.69,15.95,none,True,129,True
apple,fruit,red,5.2,5.5,5.5,5.1,4.81,16.17,few,True,190,False
onion,vegetable,white,3.5,4.8,5.1,5.1,2.07,5.01,many,True,166,False
pineapple,fruit,brown,7.1,0.9,8.6,5.4,3.56,10.85,many,True,1013,True
grape,fruit,purple,6.2,2.2,6.4,3.9,1.42,4.11,few,False,5,False
pear,fruit,yellow,5.5,6.0,7.4,3.7,5.33,17.18,few,True,186,False
orange,fruit,orange,6.4,2.4,8.9,4.6,2.34,8.48,many,True,135,True
pear,fruit,green,4.9,4.0,4.9,4.3,4.95,15.78,few,True,162,False
watermelon,fruit,green,7.7,1.4,8.7,2.5,1.03,4.92,many,True,9628,False
pear,fruit,yellow,5.2,3.4,6.0,3.3,5.61,18.23,few,True,169,False
orange,fruit,orange,5.2,3.0,7.7,5.0,3.04,13.05,many,True,157,True
carrot,vegetable,orange,6.1,9.9,4.0,2.9,3.01,3.31,none,False,69,False
mango,fruit,orange,7.3,1.3,9.5,4.8,1.79,13.13,few,True,158,True
bell_pepper,vegetable,green,3.5,5.0,5.3,2.7,2.04,3.01,many,True,110,False
banana,fruit,yellow,6.1,2.0,6.9,2.4,3.23,14.79,none,True,126,True
potato,vegetable,brown,2.3,4.7,2.2,0.8,2.21,0.82,few,True,224,False
carrot,vegetable,orange,6.0,8.4,3.0,3.5,2.75,3.47,none,False,61,False
watermelon,fruit,green,7.2,1.1,8.8,2.9,0.87,3.01,many,True,9069,False
spinach,vegetable,green,0.8,1.8,7.9,1.3,2.66,0.54,none,False,23,False
grape,fruit,purple,8.6,1.9,7.1,2.9,1.32,4.25,few,False,4,False
spinach,vegetable,green,0.8,1.4,7.9,1.6,2.36,0.44,none,False,25,False
spinach,vegetable,green,0.4,1.0,6.2,2.3,2.4,0.0,none,False,28,False
apple,fruit,red,5.5,6.9,4.8,3.6,3.19,21.33,few,True,150,False
pear,fruit,green,6.2,4.9,6.0,3.7,6.74,20.37,few,True,161,False
tomato,vegetable,red,4.7,3.1,7.3,4.2,1.39,4.55,many,False,139,False
mango,fruit,orange,10.0,2.3,7.8,4.7,2.28,14.28,few,True,200,True
spinach,vegetable,green,1.2,2.0,5.1,2.0,2.77,0.38,none,False,32,False
orange,fruit,orange,6.4,4.3,7.9,3.8,3.62,9.94,many,True,136,True
pear,fruit,green,5.8,6.2,4.4,4.3,4.82,19.42,few,True,208,False
spinach,vegetable,green,1.5,3.0,6.9,1.8,2.51,0.69,none,False,21,False
watermelon,fruit,green,6.5,0.5,9.2,2.9,0.46,8.34,many,True,10764,False
pineapple,fruit,brown,6.1,1.2,9.6,5.0,3.62,8.56,many,True,796,True
carrot,vegetable,orange,5.1,7.9,4.0,3.8,2.16,4.55,none,False,62,False
banana,fruit,yellow,7.4,2.6,5.0,3.6,2.69,14.48,none,True,106,True
tomato,vegetable,red,4.1,0.9,6.2,4.5,1.38,3.38,many,False,142,False
watermelon,fruit,green,5.4,0.8,10,3.0,0.73,6.16,many,True,7243,False
onion,vegetable,white,2.9,5.2,4.7,5.3,2.09,5.0,many,True,174,False
mango,fruit,orange,7.0,1.6,9.1,4.0,3.37,12.96,few,True,215,True
watermelon,fruit,orange,6.0,1.5,8.1,2.9,0.93,6.5,many,True,10698,False
strawberry,fruit,red,7.0,3.7,7.8,4.6,1.25,7.27,many,False,13,False
blueberry,fruit,blue,6.3,0.8,5.6,2.6,2.18,8.82,none,False,2,False
onion,vegetable,white,3.1,7.4,4.5,3.2,1.79,4.68,few,True,115,False
banana,fruit,yellow,6.2,1.3,6.1,3.6,3.03,15.84,none,True,118,True
banana,fruit,yellow,7.7,1.6,5.4,1.7,3.04,16.09,none,True,112,True
blueberry,fruit,blue,4.8,0.4,6.0,2.4,2.08,9.79,few,False,1,False
banana,fruit,yellow,8.1,3.4,6.5,4.0,3.54,12.61,none,True,104,True
tomato,vegetable,red,5.4,0.8,8.4,3.8,1.27,5.02,many,False,125,False
spinach,vegetable,green,1.1,1.8,5.8,1.4,2.69,0.19,none,False,33,False
apple,fruit,red,4.2,7.4,4.1,4.2,4.02,21.57,few,True,145,False
pear,fruit,green,5.2,3.1,7.4,4.2,4.45,16.68,few,True,207,False
watermelon,fruit,green,9.3,0.9,9.1,2.7,0.42,5.74,many,True,8628,False
pear,fruit,green,7.5,4.1,7.3,3.8,5.71,15.96,few,True,162,False
orange,fruit,orange,6.3,2.9,8.6,4.0,2.73,13.12,many,True,119,True
pear,fruit,green,8.2,4.6,6.7,4.2,6.96,17.78,few,True,158,False
mango,fruit,orange,7.8,2.2,7.7,4.3,2.13,14.67,few,True,191,True
banana,fruit,yellow,6.4,2.7,6.3,2.3,3.2,14.27,none,True,114,True
tomato,vegetable,red,5.7,1.8,7.3,4.5,1.55,4.22,many,False,128,False
cucumber,vegetable,green,3.0,5.5,8.2,2.7,0.43,1.92,few,True,379,False
carrot,vegetable,orange,4.9,7.1,2.4,3.2,3.04,5.18,none,False,47,False
cucumber,vegetable,green,1.6,6.4,8.7,2.2,1.08,1.69,few,True,272,False
banana,fruit,yellow,7.1,2.0,5.4,3.4,2.95,15.33,none,True,111,True
potato,vegetable,brown,2.7,5.3,0.9,1.5,2.55,0.7,none,True,213,False
blueberry,fruit,blue,7.0,1.2,5.9,3.1,2.8,8.38,few,False,1,False
strawberry,fruit,red,5.1,3.6,8.3,4.7,2.35,6.17,many,False,16,False
strawberry,fruit,purple,6.4,2.4,7.6,3.9,2.7,7.68,many,False,19,False
apple,fruit,red,5.9,7.2,6.1,5.6,4.35,17.78,few,True,173,False
spinach,vegetable,green,0.7,2.6,7.3,1.5,2.03,0.62,none,False,34,False
strawberry,fruit,red,7.7,4.1,6.3,4.7,1.35,7.15,many,False,16,False
orange,fruit,orange,5.4,2.9,8.8,5.1,3.39,14.32,many,True,138,True
pineapple,fruit,brown,5.3,0.6,9.5,6.2,2.64,11.45,many,True,789,True
banana,fruit,yellow,6.9,1.9,3.9,3.2,3.18,11.46,none,True,115,True
banana,fruit,yellow,7.2,3.3,5.6,2.4,2.85,17.38,none,True,115,True
potato,vegetable,brown,2.0,7.4,0.8,1.1,2.63,0.79,none,True,192,False
apple,fruit,red,6.0,5.4,4.1,4.3,4.22,22.32,few,True,213,False
spinach,vegetable,green,0.9,0.9,7.2,1.0,2.6,0.36,none,False,28,False
carrot,vegetable,orange,3.5,7.4,3.2,2.7,2.11,6.49,none,False,77,False
apple,fruit,red,5.4,5.4,5.9,4.3,3.93,20.74,few,True,191,False
blueberry,fruit,blue,6.5,2.2,6.6,4.1,2.57,11.62,few,False,1,False
blueberry,fruit,blue,7.2,2.6,5.1,3.6,2.79,8.45,few,False,1,False
grape,fruit,purple,6.1,1.3,6.2,3.2,1.92,3.46,few,False,5,False
banana,fruit,yellow,7.5,1.8,6.4,2.8,2.55,14.35,few,True,110,True
bell_pepper,vegetable,purple,3.7,3.4,6.6,3.4,1.35,3.15,many,True,158,False
pear,fruit,green,5.9,3.7,5.2,4.1,4.37,12.61,few,True,168,False
spinach,vegetable,green,1.3,3.1,6.4,3.0,2.55,0.27,none,False,33,False
mango,fruit,orange,7.5,2.1,8.6,3.5,1.8,13.01,few,True,193,True
blueberry,fruit,blue,5.7,1.6,5.8,3.8,1.85,13.4,few,False,1,False
onion,vegetable,white,2.5,6.7,4.6,5.3,1.13,4.23,many,True,171,False
apple,fruit,red,6.5,5.4,4.5,4.1,4.23,18.02,few,True,171,False
strawberry,fruit,red,7.8,3.9,6.5,3.6,1.69,5.5,many,False,16,False
cucumber,vegetable,green,2.5,6.6,5.8,1.9,0.22,2.36,few,True,290,False
blueberry,fruit,blue,6.3,2.0,7.9,1.8,3.06,12.45,few,False,1,False
grape,fruit,purple,5.6,1.8,7.2,3.8,1.58,5.18,none,False,4,False
spinach,vegetable,green,1.3,2.1,6.9,2.4,3.05,0.45,few,False,29,False
tomato,vegetable,red,4.2,2.5,8.2,3.7,1.62,3.89,many,False,108,False
mango,fruit,orange,7.5,1.4,8.7,4.4,2.55,16.65,few,True,209,True
orange,fruit,orange,6.7,3.9,9.0,5.1,2.92,13.0,many,True,152,True
pineapple,fruit,brown,5.7,0,8.8,6.3,2.16,10.08,many,True,918,True
blueberry,fruit,blue,7.9,1.4,5.2,3.2,2.22,9.61,few,False,1,False
tomato,vegetable,red,4.7,2.3,7.6,3.1,1.08,4.67,many,False,106,False
carrot,vegetable,orange,6.2,7.3,3.4,3.0,2.28,4.29,none,False,56,False
orange,fruit,orange,5.1,3.7,7.5,4.6,3.14,12.34,many,True,115,True
banana,fruit,yellow,6.9,3.4,6.3,1.7,2.96,14.3,few,True,127,True
strawberry,fruit,red,4.8,3.7,6.3,3.6,1.64,5.79,many,False,22,False
potato,vegetable,brown,1.8,6.1,2.7,0.3,2.02,1.5,none,True,167,False
pineapple,fruit,brown,5.0,1.0,9.0,5.3,1.71,10.51,many,True,862,True
blueberry,fruit,white,7.5,1.6,5.3,3.6,2.91,13.11,few,False,1,False
watermelon,fruit,green,6.8,1.3,7.8,2.5,0.43,8.37,many,True,9124,False
watermelon,fruit,green,7.6,1.2,9.8,3.7,0.51,5.02,many,True,10434,False
watermelon,fruit,green,8.8,0,9.2,3.1,0.54,4.62,many,True,10045,False
bell_pepper,vegetable,green,5.0,5.2,5.6,2.6,1.61,3.02,none,True,119,False
blueberry,fruit,blue,6.6,2.4,6.5,2.1,1.94,8.92,few,False,1,False
pineapple,fruit,brown,4.1,1.7,7.8,5.0,1.58,9.83,many,True,970,True
tomato,vegetable,red,3.2,2.4,7.8,4.7,1.53,3.93,many,False,132,False
grape,fruit,purple,6.1,1.4,6.4,3.2,1.12,3.68,few,False,6,False
apple,fruit,red,5.6,4.3,4.5,4.0,4.0,18.82,few,True,185,False
spinach,vegetable,green,0.5,1.6,6.0,0.9,1.77,0.33,none,False,22,False
orange,fruit,white,7.1,3.4,7.2,4.9,3.46,12.07,few,True,126,True
strawberry,fruit,red,7.0,2.4,6.5,3.9,1.89,7.78,many,False,20,False
potato,vegetable,brown,2.1,4.9,1.9,0.9,2.7,1.31,none,True,235,False
bell_pepper,vegetable,green,3.9,6.7,4.5,2.6,1.89,4.72,many,True,125,False
mango,fruit,orange,7.9,2.0,9.0,3.9,2.91,15.03,few,True,207,True
banana,fruit,red,7.6,1.6,5.8,2.8,2.94,11.45,none,True,117,True
banana,fruit,yellow,5.3,1.1,5.5,3.6,3.11,12.39,none,True,108,True
onion,vegetable,white,2.2,7.0,4.8,5.3,2.26,4.51,many,True,147,False
apple,fruit,orange,5.5,6.0,4.7,4.2,4.02,20.64,few,True,165,False
grape,fruit,purple,7.3,2.8,6.9,2.1,1.4,3.73,few,False,5,False
grape,fruit,purple,6.5,2.7,7.1,4.3,0.98,3.54,few,False,4,False
pear,fruit,green,4.9,5.8,6.0,3.2,5.57,18.86,few,True,179,False
blueberry,fruit,blue,6.0,2.4,5.6,2.9,1.73,9.62,few,False,1,False
watermelon,fruit,green,6.4,1.2,9.7,3.2,0.66,8.09,few,True,7680,False
potato,vegetable,brown,2.0,6.5,2.3,0.7,2.37,0.87,none,True,234,False
cucumber,vegetable,green,3.3,5.2,8.5,1.9,0.44,2.05,few,True,331,False
apple,fruit,red,6.1,5.2,4.8,3.8,3.77,16.98,few,True,190,False
grape,fruit,purple,6.9,1.0,7.1,3.6,1.71,2.64,few,False,6,False
mango,fruit,orange,9.2,2.6,8.1,4.9,2.66,12.03,few,True,206,True
apple,fruit,red,7.0,6.1,7.6,4.6,4.52,18.96,few,True,197,False
tomato,vegetable,red,3.9,2.1,8.0,3.6,1.72,5.08,many,False,132,False
blueberry,fruit,blue,6.8,1.7,5.3,2.8,2.78,11.73,many,False,1,False
cucumber,vegetable,green,2.3,5.3,7.3,2.6,0.48,1.85,few,True,294,False
apple,fruit,red,6.6,4.6,6.2,4.3,4.06,18.99,few,True,191,False
watermelon,fruit,green,7.0,0.3,8.7,2.9,0.41,7.51,many,True,8793,False
spinach,vegetable,green,1.2,1.8,7.8,2.6,1.85,0.28,none,False,31,False
apple,fruit,red,5.1,6.3,4.8,3.0,3.16,20.73,few,True,186,False
banana,fruit,yellow,7.9,1.8,6.1,3.3,3.85,15.35,many,True,128,True
banana,fruit,brown,7.6,1.9,5.6,3.0,2.95,10.72,none,True,110,True
onion,vegetable,white,3.9,4.1,5.3,4.3,1.63,5.11,many,True,110,False
pineapple,fruit,brown,7.0,1.1,8.3,4.3,1.79,10.34,many,True,956,True
spinach,vegetable,green,1.1,1.8,6.6,2.0,2.34,0.14,none,False,27,False
onion,vegetable,white,3.1,5.7,4.3,5.3,1.49,4.41,many,True,162,False
orange,fruit,orange,6.1,3.1,9.0,3.3,3.63,14.05,many,True,119,True
tomato,vegetable,red,6.3,1.7,8.7,4.0,1.99,3.69,few,False,116,False
watermelon,fruit,green,7.8,0.4,9.0,2.6,0.4,3.16,many,True,10708,False
cucumber,vegetable,green,1.5,6.6,8.5,2.5,0.43,2.22,few,True,347,False
strawberry,fruit,red,6.2,4.0,6.0,3.4,1.71,8.0,many,False,18,False
carrot,vegetable,orange,5.7,8.5,2.6,1.4,3.36,6.74,none,False,69,False
banana,fruit,yellow,8.2,1.6,6.2,3.0,2.75,12.89,none,True,121,True
watermelon,fruit,green,7.8,0.5,8.5,2.9,0.34,2.52,many,True,9383,False
bell_pepper,vegetable,orange,4.2,4.7,5.8,3.1,1.39,3.18,many,True,95,False
grape,fruit,purple,7.5,3.2,6.3,4.4,1.4,4.09,few,False,4,False
watermelon,fruit,green,7.6,0.8,8.8,2.6,0.94,5.98,many,True,8696,False
blueberry,fruit,blue,6.9,2.3,5.0,3.0,1.98,11.3,few,False,2,False
banana,fruit,yellow,6.5,2.7,5.7,2.6,2.91,14.79,none,True,119,True
grape,fruit,purple,6.8,1.0,5.5,2.8,1.78,4.57,few,False,4,False
strawberry,fruit,red,7.1,2.1,5.0,3.3,1.82,6.04,many,False,17,False
mango,fruit,orange,7.8,2.6,6.8,3.7,2.76,15.34,few,True,252,True
orange,fruit,orange,5.4,3.2,7.0,5.5,2.79,11.07,many,True,140,True
grape,fruit,purple,6.5,1.7,6.5,3.8,1.55,5.52,few,False,4,False
pineapple,fruit,brown,6.1,1.7,9.4,5.0,2.78,8.22,few,True,939,True
mango,fruit,orange,7.9,2.8,7.8,3.8,2.35,18.2,few,True,220,True
strawberry,fruit,red,5.5,3.3,7.2,3.6,2.04,7.62,many,False,16,False
potato,vegetable,yellow,2.2,5.8,1.3,1.6,1.9,1.18,none,True,206,False
banana,fruit,yellow,7.5,2.4,6.3,2.9,3.21,13.7,none,True,109,True
apple,fruit,red,7.7,5.1,5.7,4.8,4.14,20.97,few,True,201,False
pineapple,fruit,brown,5.4,1.1,8.9,5.1,2.91,9.21,many,True,848,True
cucumber,vegetable,green,3.5,5.2,7.8,2.6,0.78,2.43,few,True,319,False
orange,fruit,orange,6.7,2.7,9.0,4.6,2.8,12.91,many,True,132,True
bell_pepper,vegetable,green,3.7,5.7,6.1,3.7,0.92,3.87,many,True,104,False
apple,fruit,red,5.9,5.3,3.5,6.4,3.62,17.26,few,True,192,False
pineapple,fruit,brown,5.0,0.5,10,4.1,1.94,12.08,many,True,921,True
onion,vegetable,white,3.1,7.4,3.7,3.9,1.57,6.49,many,True,139,False
orange,fruit,orange,7.0,3.7,7.8,6.8,2.95,14.0,many,True,134,True
mango,fruit,orange,9.2,1.7,9.7,4.6,2.93,16.87,few,True,211,True
blueberry,fruit,blue,5.6,0.7,6.8,3.3,2.83,9.26,many,False,1,False
pear,fruit,green,6.5,4.9,5.5,4.8,6.3,14.36,few,True,199,False
spinach,vegetable,green,1.4,2.7,9.0,1.3,3.37,0.03,many,False,32,False
apple,fruit,red,5.3,6.3,4.4,3.3,4.71,18.1,many,True,153,False
apple,fruit,red,6.7,6.7,6.7,3.6,4.68,17.41,few,True,181,False
strawberry,fruit,green,6.9,2.8,7.4,3.4,1.7,6.04,many,False,15,False
mango,fruit,orange,8.2,1.5,8.2,4.3,2.76,16.79,few,True,205,True
tomato,vegetable,red,4.5,2.2,7.2,3.5,2.01,2.68,many,False,148,False
watermelon,fruit,green,6.5,0.9,9.4,3.3,0.43,5.86,many,True,8314,False
pineapple,fruit,brown,5.0,1.6,8.3,3.9,2.54,9.13,many,True,972,True
grape,fruit,purple,6.2,2.9,7.6,3.6,1.68,6.32,few,False,5,False
watermelon,fruit,green,6.7,2.5,8.2,3.2,0.78,6.68,many,True,10499,False
onion,vegetable,white,2.8,5.4,4.8,4.9,1.73,5.85,many,True,154,False
cucumber,vegetable,green,3.1,6.9,8.4,1.6,0.7,1.81,few,True,295,False
strawberry,fruit,red,8.0,2.8,6.9,4.0,2.22,8.27,many,False,15,False
tomato,vegetable,red,4.8,2.8,7.5,4.4,2.11,3.9,many,False,122,False
orange,fruit,orange,6.7,2.9,8.2,5.4,1.83,10.61,many,True,124,True
tomato,vegetable,red,4.2,1.7,8.6,3.9,1.35,3.17,few,False,116,False
tomato,vegetable,red,6.2,2.4,8.8,4.1,1.65,3.28,many,False,119,False
grape,fruit,purple,5.7,2.1,7.8,3.5,1.23,5.51,few,False,4,False
pear,fruit,green,6.2,4.9,5.2,4.0,4.59,15.37,few,True,171,False
pear,fruit,green,5.9,5.4,5.2,3.7,6.78,18.36,few,True,233,False
grape,fruit,purple,5.7,2.2,7.4,3.8,1.63,4.92,few,False,6,False
tomato,vegetable,red,6.1,0.2,8.9,4.2,1.74,3.2,many,False,129,False
apple,fruit,brown,7.4,4.5,3.6,4.4,3.07,19.86,few,True,175,False
grape,fruit,purple,7.4,2.6,5.4,3.3,1.71,4.47,few,False,4,False
pear,fruit,green,8.2,4.8,4.6,4.7,5.15,17.4,few,True,160,False
blueberry,fruit,blue,6.0,2.8,6.3,2.9,2.26,9.89,none,False,2,False
potato,vegetable,brown,1.7,5.6,1.3,1.3,2.37,0.96,none,True,192,False
mango,fruit,orange,8.2,2.5,8.9,4.3,3.12,14.37,many,True,243,True
watermelon,fruit,green,6.3,1.2,9.0,3.0,0.41,4.54,many,True,9388,False
banana,fruit,yellow,7.6,1.2,6.8,3.6,2.95,14.05,few,True,119,True
banana,fruit,yellow,6.4,1.7,5.5,2.8,2.8,13.11,many,True,106,True
watermelon,fruit,green,8.0,0.5,9.6,2.6,0.75,4.01,many,True,8913,False
spinach,vegetable,white,1.2,1.7,7.2,1.7,1.8,0.22,none,False,37,False
watermelon,fruit,green,7.0,1.6,9.3,3.8,0.66,3.98,many,True,9299,False
mango,fruit,orange,8.3,1.6,9.0,4.5,2.43,16.32,few,True,228,True
potato,vegetable,brown,2.3,5.8,1.9,1.1,2.34,1.24,none,True,168,False
cucumber,vegetable,green,2.7,7.3,8.4,0.9,0.29,1.89,few,True,237,False
apple,fruit,red,6.4,6.1,4.1,3.1,3.81,20.42,few,True,175,False
watermelon,fruit,green,8.0,0.7,8.5,2.6,0.43,6.27,many,True,7593,False
watermelon,fruit,green,8.2,0.3,9.1,2.5,0.35,6.95,many,True,9686,False
pear,fruit,green,6.2,5.6,6.9,3.7,6.79,15.8,few,True,152,False
mango,fruit,orange,7.6,2.2,8.1,4.2,3.3,14.48,few,True,177,True
potato,vegetable,brown,1.3,5.2,1.9,1.2,2.39,0.56,none,True,195,False
apple,fruit,red,6.2,7.6,4.2,5.2,4.88,18.07,few,True,180,False
onion,vegetable,white,3.3,6.9,4.7,5.4,1.26,5.56,many,True,158,False
potato,vegetable,brown,2.2,5.3,2.9,1.3,2.36,0.84,none,True,208,False
mango,fruit,orange,6.6,2.1,8.8,3.8,2.66,16.54,few,True,187,True
spinach,vegetable,green,1.0,2.0,8.0,1.7,2.73,0.39,none,False,34,False
orange,fruit,orange,5.7,2.4,8.3,5.0,3.22,12.45,many,True,144,True
pineapple,fruit,white,5.2,0.5,9.1,6.7,1.63,12.65,many,True,801,True
watermelon,fruit,green,6.2,1.1,8.2,2.8,0.96,7.54,many,True,7710,False
tomato,vegetable,red,5.9,2.1,7.8,4.3,1.12,3.12,many,False,111,False
mango,fruit,orange,8.8,1.2,8.9,4.2,2.37,15.83,few,True,227,True
grape,fruit,purple,8.7,2.2,6.8,3.6,1.14,3.58,few,False,5,False
bell_pepper,vegetable,brown,5.2,5.1,5.5,3.4,1.7,2.91,many,True,109,False
bell_pepper,vegetable,green,4.0,4.7,5.3,3.1,1.74,3.46,many,True,147,False
pineapple,fruit,red,8.2,1.4,8.4,6.1,1.72,8.15,many,True,868,True
mango,fruit,orange,8.0,1.0,7.9,5.2,2.17,14.98,none,True,186,True
onion,vegetable,white,3.7,7.3,4.4,4.8,1.49,4.89,many,True,161,False
orange,fruit,orange,5.1,2.6,8.2,5.2,2.56,10.52,many,True,123,True
carrot,vegetable,orange,5.9,9.4,2.0,2.5,2.09,4.71,none,False,68,False
carrot,vegetable,orange,4.9,9.0,3.8,2.3,2.69,4.68,none,False,55,False
pineapple,fruit,brown,5.1,0.2,9.8,6.3,1.99,7.87,many,True,864,True
cucumber,vegetable,orange,2.3,4.8,8.0,1.9,0.46,1.21,few,True,358,False
strawberry,fruit,red,6.5,2.4,8.6,4.6,1.64,6.88,many,False,19,False
banana,fruit,yellow,8.2,1.6,5.8,3.6,1.98,13.14,none,True,108,True
carrot,vegetable,orange,5.7,10,2.9,3.8,3.05,4.77,none,False,47,False
carrot,vegetable,orange,4.7,7.9,4.3,2.2,2.85,4.23,none,False,50,False
pineapple,fruit,brown,6.2,1.6,7.5,6.2,3.0,13.62,many,True,872,True
watermelon,fruit,green,5.7,0.9,8.3,3.7,0.88,6.61,many,True,7434,False
banana,fruit,yellow,7.3,2.9,5.5,2.7,2.97,14.77,none,True,120,True
banana,fruit,orange,7.8,2.5,5.6,2.9,2.08,14.44,none,True,111,True
grape,fruit,purple,6.0,2.6,6.9,3.6,0.99,3.1,few,False,5,False
bell_pepper,vegetable,green,2.3,4.0,6.1,3.7,2.22,2.58,many,True,104,False
potato,vegetable,brown,2.3,5.8,2.5,0.9,2.44,0.96,none,True,219,False
carrot,vegetable,orange,4.7,8.3,2.6,2.6,2.03,6.66,none,False,63,False
pear,fruit,green,7.0,4.5,6.9,3.8,5.71,13.61,few,True,208,False
apple,fruit,red,4.4,5.6,5.2,2.9,3.09,16.11,few,True,192,False
blueberry,fruit,blue,6.1,2.0,6.6,3.0,1.81,11.36,few,False,1,False
spinach,vegetable,green,0.9,1.8,7.4,2.4,2.3,0.61,none,False,34,False
apple,fruit,red,4.4,6.5,3.4,3.5,3.64,21.0,few,True,163,False
orange,fruit,orange,6.0,1.7,8.3,5.1,3.22,11.3,many,True,121,True
pineapple,fruit,brown,5.2,1.3,9.1,5.5,2.36,9.03,many,True,913,True
grape,fruit,purple,6.2,1.5,7.9,3.0,2.1,4.82,few,False,6,False
apple,fruit,red,5.9,5.4,2.4,5.7,3.51,17.03,few,True,201,False
orange,fruit,orange,5.4,3.4,7.8,5.2,3.88,10.1,many,True,124,True
watermelon,fruit,green,5.6,1.0,10.0,2.5,0.46,5.65,many,True,9199,False
tomato,vegetable,red,5.3,1.5,6.9,4.1,1.64,3.71,many,False,127,False
strawberry,fruit,red,6.6,3.7,7.6,4.0,2.12,8.94,many,False,18,False
apple,fruit,red,6.1,6.3,5.0,3.7,3.93,19.59,few,True,203,False
bell_pepper,vegetable,green,4.8,4.5,6.1,3.5,1.24,1.96,many,True,98,False
spinach,vegetable,green,1.1,1.1,7.8,1.4,2.46,0.46,none,False,28,False
pineapple,fruit,brown,6.2,0.5,8.0,6.3,2.42,9.41,many,True,894,True
strawberry,fruit,red,6.2,2.4,6.7,3.2,2.7,6.26,many,False,16,False
carrot,vegetable,orange,6.4,8.6,3.1,2.5,3.08,5.76,none,False,51,False
tomato,vegetable,red,4.5,2.6,7.8,4.5,1.25,4.75,many,False,143,False
grape,fruit,purple,6.6,2.6,7.9,4.6,1.27,6.08,few,False,4,False
mango,fruit,orange,8.1,3.0,8.6,3.8,2.58,12.65,few,True,223,True
potato,vegetable,brown,1.1,6.7,2.4,1.0,2.43,1.17,none,True,231,False
apple,fruit,red,5.6,5.3,3.3,3.5,3.99,18.37,few,True,138,False
banana,fruit,yellow,7.3,1.2,5.8,3.2,2.87,14.1,none,True,114,True
bell_pepper,vegetable,green,3.6,4.5,5.2,2.9,1.88,3.08,many,True,83,False
potato,vegetable,brown,2.4,5.1,1.3,1.3,1.79,1.09,none,True,218,False
strawberry,fruit,blue,7.4,2.1,7.3,3.3,2.31,9.3,many,False,18,False
apple,fruit,red,6.8,8.3,6.3,4.2,4.04,19.07,few,True,220,False
cucumber,vegetable,green,1.4,6.9,8.4,2.6,0.44,1.94,few,True,315,False
mango,fruit,orange,8.0,1.2,8.7,3.5,2.8,18.4,few,True,213,True
tomato,vegetable,red,5.3,2.5,7.4,2.9,1.68,4.19,none,False,134,False
carrot,vegetable,orange,5.8,8.1,3.4,3.3,1.69,3.41,none,False,61,False
bell_pepper,vegetable,green,3.3,6.5,5.6,2.1,1.88,2.17,many,True,112,False
tomato,vegetable,red,6.9,2.1,9.0,5.0,1.85,2.9,many,False,106,False
mango,fruit,orange,7.6,0.6,7.0,3.9,3.09,15.13,few,True,177,True
apple,fruit,red,5.6,6.0,4.3,4.7,4.55,21.42,few,True,177,False
watermelon,fruit,green,6.4,1.2,8.6,3.6,0.8,6.91,many,True,7922,False
carrot,vegetable,orange,4.5,8.3,3.5,3.1,2.34,4.25,many,False,58,False
blueberry,fruit,blue,5.9,2.3,6.7,2.8,2.3,11.01,few,False,1,False
orange,fruit,orange,4.5,2.5,8.0,5.2,3.06,13.22,many,True,112,True
strawberry,fruit,red,6.7,3.1,6.0,2.8,1.52,6.55,many,False,13,False
potato,vegetable,brown,2.0,6.1,1.6,1.4,2.18,0.82,none,True,229,False
